Country,Year,Forest_Loss_Area_km2,Tree_Cover_Loss_percent,CO2_Emission_mt,Rainfall_mm,Population,GDP_Billion_USD,Agriculture_Land_Percent,Deforestation_Policy_Strictness,Corruption_Index,International_Aid_Million_USD,Illegal_Lumbering_Incidents,Protected_Areas_Percent,Forest_Loss_Category,Tree_Cover_Loss_Category,CO2_Category,Rainfall_Category,Population_Category,GDP_Category,Agriculture_Land_Category,Aid_Category,Illegal_Lumbering_Category,Protected_Areas_Category,Year_Category,Policy_Category,Corruption_Category
Russia,2023.0,4031.0,3.709325841859829,257.0,2359.790218538158,10578284.0,229.57631084273743,29.461079247841788,1.0,31.038686833738403,0.0,69.0,27.085240260204696,High_Forest_Loss,Low_Tree_Cover_Loss,Medium_CO2,High_Rainfall,Low_Population,Low_GDP,Medium_Agriculture_Land,Low_Aid,Low_Illegal_Lumbering,High_Protected_Area,Recent_Year,Weak_Policy,High_Corruption
India,2018.0,4201.0,7.643363541032952,397.0,2024.547868848175,75562620.0,1565.9287592533813,37.25990833846841,3.0,43.348504593274974,112.0,59.0,26.20812302425796,High_Forest_Loss,High_Tree_Cover_Loss,High_CO2,Medium_Rainfall,High_Population,Low_GDP,Medium_Agriculture_Land,Low_Aid,Low_Illegal_Lumbering,High_Protected_Area,Recent_Year,Weak_Policy,High_Corruption
Brazil,1959.0,4265.0,2.1505131846820955,385.0,1574.3152291584506,38291319.0,3116.551012565517,29.235257418870805,4.0,8.4652864627359,332.0,105.0,6.5854675900586175,High_Forest_Loss,Low_Tree_Cover_Loss,High_CO2,Low_Rainfall,Medium_Population,Medium_GDP,Medium_Agriculture_Land,High_Aid,Medium_Illegal_Lumbering,Low_Protected_Area,Middle_Year,Moderate_Policy,High_Corruption
India,1960.0,4349.0,8.822255612875372,156.0,2654.754821048239,10926028.0,3321.6168183928694,18.450901340043917,4.0,6.032626930019491,103.0,133.0,27.66819254736269,High_Forest_Loss,High_Tree_Cover_Loss,Low_CO2,High_Rainfall,Low_Population,High_GDP,Low_Agriculture_Land,Low_Aid,Medium_Illegal_Lumbering,High_Protected_Area,Middle_Year,Moderate_Policy,High_Corruption
Brazil,1968.0,1247.0,3.519057071994565,242.0,2758.503014558143,31703573.0,987.5374089724256,29.338560014546047,4.0,2.133293784784851,124.0,188.0,5.264333319347548,Low_Forest_Loss,Low_Tree_Cover_Loss,Medium_CO2,High_Rainfall,Medium_Population,Low_GDP,Medium_Agriculture_Land,Low_Aid,High_Illegal_Lumbering,Low_Protected_Area,Middle_Year,Moderate_Policy,Low_Corruption
Brazil,1964.0,3091.0,5.035377959269413,424.0,2875.481661890916,35911144.0,4827.0724788671805,34.62223387768489,4.0,28.93452017979642,293.0,24.0,27.20912142576212,High_Forest_Loss,Medium_Tree_Cover_Loss,High_CO2,High_Rainfall,Medium_Population,High_GDP,Medium_Agriculture_Land,Medium_Aid,Low_Illegal_Lumbering,High_Protected_Area,Middle_Year,Moderate_Policy,High_Corruption
Indonesia,1982.0,731.0,7.194685281341921,307.0,1999.5592588429597,39365480.0,1914.1810526012464,36.51586484752921,2.0,35.678187172707034,423.0,83.0,18.86245953149485,Low_Forest_Loss,High_Tree_Cover_Loss,Medium_CO2,Medium_Rainfall,Medium_Population,Medium_GDP,Medium_Agriculture_Land,High_Aid,Medium_Illegal_Lumbering,Medium_Protected_Area,Middle_Year,Weak_Policy,High_Corruption
Brazil,2022.0,1439.0,3.5670191563940525,196.0,1988.1274685903536,62578844.0,3932.763482586704,33.876259832373144,4.0,2.5188934380351857,257.0,83.0,7.335155489246452,Low_Forest_Loss,Low_Tree_Cover_Loss,Medium_CO2,Medium_Rainfall,High_Population,High_GDP,Medium_Agriculture_Land,Medium_Aid,Medium_Illegal_Lumbering,Low_Protected_Area,Recent_Year,Moderate_Policy,Low_Corruption
Indonesia,1938.0,2790.0,3.2382665498174714,324.0,1673.0314402902668,72417035.0,2442.9008647114806,31.10677281456618,4.0,77.01231472718362,414.0,156.0,10.323899303678992,Medium_Forest_Loss,Low_Tree_Cover_Loss,High_CO2,Medium_Rainfall,High_Population,Medium_GDP,Medium_Agriculture_Land,High_Aid,High_Illegal_Lumbering,Low_Protected_Area,Old_Year,Moderate_Policy,High_Corruption
Indonesia,1991.0,1517.0,6.835567812460969,345.0,2482.6061374349056,41099284.0,2510.395737102286,55.71572688407636,1.0,4.403926083647569,276.0,175.0,29.21064630569269,Low_Forest_Loss,Medium_Tree_Cover_Loss,High_CO2,High_Rainfall,Medium_Population,Medium_GDP,High_Agriculture_Land,Medium_Aid,High_Illegal_Lumbering,High_Protected_Area,Recent_Year,Weak_Policy,Medium_Corruption
Australia,1996.0,4949.0,9.3703388659475,71.0,2237.39839400576,2378670.0,192.13678917983916,56.28203927847355,1.0,31.737458457685264,131.0,142.0,25.38875530920311,High_Forest_Loss,High_Tree_Cover_Loss,Low_CO2,Medium_Rainfall,Low_Population,Low_GDP,High_Agriculture_Land,Low_Aid,High_Illegal_Lumbering,High_Protected_Area,Recent_Year,Weak_Policy,High_Corruption
Russia,1942.0,3779.0,9.357859472208986,452.0,1636.424912365282,15622623.0,4078.0382777105888,36.72253756416234,3.0,33.305354565419734,132.0,81.0,7.697875226320015,High_Forest_Loss,High_Tree_Cover_Loss,High_CO2,Low_Rainfall,Low_Population,High_GDP,Medium_Agriculture_Land,Low_Aid,Medium_Illegal_Lumbering,Low_Protected_Area,Old_Year,Weak_Policy,High_Corruption
Indonesia,1989.0,3731.0,3.036824022026223,170.0,2835.3042738855424,61078425.0,4461.222561187646,29.87440257120381,3.0,28.8479235146901,49.0,159.0,13.636439298874151,High_Forest_Loss,Low_Tree_Cover_Loss,Low_CO2,High_Rainfall,High_Population,High_GDP,Medium_Agriculture_Land,Low_Aid,High_Illegal_Lumbering,Medium_Protected_Area,Middle_Year,Weak_Policy,High_Corruption
Russia,1997.0,4724.0,6.95775140150673,83.0,2950.3808242618934,18974497.0,2200.7478303475264,23.01073490928671,3.0,34.56238328982016,349.0,116.0,6.9404530908861375,High_Forest_Loss,High_Tree_Cover_Loss,Low_CO2,High_Rainfall,Low_Population,Medium_GDP,Low_Agriculture_Land,High_Aid,Medium_Illegal_Lumbering,Low_Protected_Area,Recent_Year,Weak_Policy,High_Corruption
Russia,1940.0,711.0,2.044600615792652,346.0,2595.2654637629576,54886693.0,4594.592434488528,25.03481006633277,4.0,58.44573143797711,113.0,13.0,6.204721251059973,Low_Forest_Loss,Low_Tree_Cover_Loss,High_CO2,High_Rainfall,Medium_Population,High_GDP,Low_Agriculture_Land,Low_Aid,Low_Illegal_Lumbering,Low_Protected_Area,Old_Year,Moderate_Policy,High_Corruption
Brazil,1935.0,3736.0,4.304900800031602,108.0,2540.517389807488,23203365.0,4744.170858480316,24.241967555463187,3.0,19.186451870381983,188.0,90.0,21.873649962549845,High_Forest_Loss,Medium_Tree_Cover_Loss,Low_CO2,High_Rainfall,Low_Population,High_GDP,Low_Agriculture_Land,Medium_Aid,Medium_Illegal_Lumbering,Medium_Protected_Area,Old_Year,Weak_Policy,High_Corruption
Russia,1937.0,4306.0,4.49065395510023,400.0,1304.2340943404074,74501750.0,4851.734884848936,27.12245681864274,2.0,39.09541497384629,151.0,160.0,25.64035538455426,High_Forest_Loss,Medium_Tree_Cover_Loss,High_CO2,Low_Rainfall,High_Population,High_GDP,Medium_Agriculture_Land,Low_Aid,High_Illegal_Lumbering,High_Protected_Area,Old_Year,Weak_Policy,High_Corruption
India,1926.0,2157.0,3.807776541083544,375.0,1674.1857667133754,7257228.0,1372.2462588580402,16.66547847753185,2.0,96.58885181054592,436.0,106.0,10.515478688310791,Medium_Forest_Loss,Low_Tree_Cover_Loss,High_CO2,Medium_Rainfall,Low_Population,Low_GDP,Low_Agriculture_Land,High_Aid,Medium_Illegal_Lumbering,Low_Protected_Area,Old_Year,Weak_Policy,High_Corruption
India,2017.0,1816.0,5.170304118782274,257.0,2619.8419434391008,45238108.0,894.37966189488,38.93140896012226,4.0,34.57345556037493,112.0,96.0,7.720362070662727,Medium_Forest_Loss,Medium_Tree_Cover_Loss,Medium_CO2,High_Rainfall,Medium_Population,Low_GDP,Medium_Agriculture_Land,Low_Aid,Medium_Illegal_Lumbering,Low_Protected_Area,Recent_Year,Moderate_Policy,High_Corruption
Indonesia,2019.0,4426.0,3.1981934380585466,35.0,1739.0306360214088,76118211.0,4036.489338568727,28.883888101073087,1.0,92.6838455570416,74.0,121.0,6.886880472578961,High_Forest_Loss,Low_Tree_Cover_Loss,Low_CO2,Medium_Rainfall,High_Population,High_GDP,Medium_Agriculture_Land,Low_Aid,Medium_Illegal_Lumbering,Low_Protected_Area,Recent_Year,Weak_Policy,High_Corruption
India,1990.0,2071.0,6.090648339335895,272.0,2476.3592597858697,1882729.0,3792.784039374593,58.21271661091783,1.0,76.90907256515575,93.0,26.0,18.86920240586669,Medium_Forest_Loss,Medium_Tree_Cover_Loss,Medium_CO2,High_Rainfall,Low_Population,High_GDP,High_Agriculture_Land,Low_Aid,Low_Illegal_Lumbering,Medium_Protected_Area,Recent_Year,Weak_Policy,High_Corruption
Australia,2008.0,2665.0,5.721119966645435,133.0,1774.8999711445929,26426388.0,79.0976270795143,52.40662290404764,2.0,87.81177079094162,475.0,29.0,25.04635028501564,Medium_Forest_Loss,Medium_Tree_Cover_Loss,Low_CO2,Medium_Rainfall,Low_Population,Low_GDP,High_Agriculture_Land,High_Aid,Low_Illegal_Lumbering,High_Protected_Area,Recent_Year,Weak_Policy,High_Corruption
Indonesia,1954.0,528.0,3.440341638430948,416.0,2534.5611502477527,75138607.0,694.1133506887596,27.68359464753983,4.0,36.80725984709158,26.0,163.0,8.433532889943635,Low_Forest_Loss,Low_Tree_Cover_Loss,High_CO2,High_Rainfall,High_Population,Low_GDP,Medium_Agriculture_Land,Low_Aid,High_Illegal_Lumbering,Low_Protected_Area,Old_Year,Moderate_Policy,High_Corruption
Russia,2020.0,3754.0,5.101864878049761,401.0,1316.1572975834747,79901414.0,1918.551442473561,37.13722755092175,2.0,97.7844576892694,342.0,164.0,10.348494563505604,High_Forest_Loss,Medium_Tree_Cover_Loss,High_CO2,Low_Rainfall,High_Population,Medium_GDP,Medium_Agriculture_Land,High_Aid,High_Illegal_Lumbering,Low_Protected_Area,Recent_Year,Weak_Policy,High_Corruption
Brazil,2020.0,650.0,2.91325359338107,201.0,1188.4537170377787,66602069.0,2154.7903039984258,21.30187459291157,2.0,36.09295399843094,107.0,89.0,20.52760550424497,Low_Forest_Loss,Low_Tree_Cover_Loss,Medium_CO2,Low_Rainfall,High_Population,Medium_GDP,Low_Agriculture_Land,Low_Aid,Medium_Illegal_Lumbering,Medium_Protected_Area,Recent_Year,Weak_Policy,High_Corruption
Russia,1966.0,1273.0,5.590216901605211,484.0,2668.8800289929823,18642987.0,760.7811470664564,17.655488893601344,3.0,68.07606201081249,477.0,26.0,15.758059750857688,Low_Forest_Loss,Medium_Tree_Cover_Loss,High_CO2,High_Rainfall,Low_Population,Low_GDP,Low_Agriculture_Land,High_Aid,Low_Illegal_Lumbering,Medium_Protected_Area,Middle_Year,Weak_Policy,High_Corruption
Australia,1951.0,696.0,8.455927803113099,428.0,2979.1576787397557,44601020.0,1864.8868148362876,14.393902677832529,4.0,70.90245507817895,59.0,108.0,21.42807882736942,Low_Forest_Loss,High_Tree_Cover_Loss,High_CO2,High_Rainfall,Medium_Population,Medium_GDP,Low_Agriculture_Land,Low_Aid,Medium_Illegal_Lumbering,Medium_Protected_Area,Old_Year,Moderate_Policy,High_Corruption
Brazil,2023.0,2702.0,3.7768574402076585,390.0,1908.0066553334268,56000947.0,718.6325801654729,52.23167547650611,3.0,34.87941834277849,457.0,186.0,24.72076454517676,Medium_Forest_Loss,Low_Tree_Cover_Loss,High_CO2,Medium_Rainfall,Medium_Population,Low_GDP,High_Agriculture_Land,High_Aid,High_Illegal_Lumbering,High_Protected_Area,Recent_Year,Weak_Policy,High_Corruption
Brazil,1964.0,1678.0,7.110663996425925,58.0,1257.8225979318977,50334984.0,4543.457160827737,49.602458467094856,1.0,21.987862664737325,52.0,76.0,9.816067863150348,Medium_Forest_Loss,High_Tree_Cover_Loss,Low_CO2,Low_Rainfall,Medium_Population,High_GDP,High_Agriculture_Land,Low_Aid,Medium_Illegal_Lumbering,Low_Protected_Area,Middle_Year,Weak_Policy,High_Corruption
Australia,1930.0,715.0,8.202078496405004,101.0,1267.9439630866789,3692955.0,3557.6768549022577,41.76902552569302,3.0,84.83584316599801,366.0,181.0,8.636367550382493,Low_Forest_Loss,High_Tree_Cover_Loss,Low_CO2,Low_Rainfall,Low_Population,High_GDP,Medium_Agriculture_Land,High_Aid,High_Illegal_Lumbering,Low_Protected_Area,Old_Year,Weak_Policy,High_Corruption
India,2023.0,1998.0,9.29976015062487,309.0,2557.4727069381115,55341375.0,1003.1589567135773,26.39052633113099,4.0,96.12875003604482,17.0,52.0,29.94412139180156,Medium_Forest_Loss,High_Tree_Cover_Loss,Medium_CO2,High_Rainfall,Medium_Population,Low_GDP,Medium_Agriculture_Land,Low_Aid,Low_Illegal_Lumbering,High_Protected_Area,Recent_Year,Moderate_Policy,High_Corruption
Russia,1940.0,564.0,5.763744771468599,407.0,1499.8761622258903,29503300.0,3213.0897614562027,28.494436659829805,4.0,82.52712601201779,13.0,189.0,5.272839934984767,Low_Forest_Loss,Medium_Tree_Cover_Loss,High_CO2,Low_Rainfall,Medium_Population,Medium_GDP,Medium_Agriculture_Land,Low_Aid,High_Illegal_Lumbering,Low_Protected_Area,Old_Year,Moderate_Policy,High_Corruption
Indonesia,1983.0,1761.0,4.190811084174796,41.0,2353.296976559439,91889019.0,66.69227953585165,47.45217452391578,1.0,48.78479602111039,83.0,199.0,26.254898125763248,Medium_Forest_Loss,Medium_Tree_Cover_Loss,Low_CO2,High_Rainfall,High_Population,Low_GDP,High_Agriculture_Land,Low_Aid,High_Illegal_Lumbering,High_Protected_Area,Middle_Year,Weak_Policy,High_Corruption
Russia,2017.0,1289.0,6.332132892969033,19.0,2253.992345256064,9958389.0,3870.157213808792,59.06830269044084,3.0,38.65607130694858,110.0,156.0,6.0170429049675,Low_Forest_Loss,Medium_Tree_Cover_Loss,Low_CO2,Medium_Rainfall,Low_Population,High_GDP,High_Agriculture_Land,Low_Aid,High_Illegal_Lumbering,Low_Protected_Area,Recent_Year,Weak_Policy,High_Corruption
Russia,1985.0,3943.0,8.6763695665983,139.0,2516.2137589392514,47731715.0,3536.920629297008,18.381008218207043,2.0,76.34390301945182,230.0,59.0,26.078055700748465,High_Forest_Loss,High_Tree_Cover_Loss,Low_CO2,High_Rainfall,Medium_Population,High_GDP,Low_Agriculture_Land,Medium_Aid,Low_Illegal_Lumbering,High_Protected_Area,Middle_Year,Weak_Policy,High_Corruption
Indonesia,1986.0,957.0,9.495278742705766,325.0,2617.5336019390666,30427052.0,1202.3039235250742,49.44989194434113,3.0,50.30600160796767,230.0,12.0,12.182336408914368,Low_Forest_Loss,High_Tree_Cover_Loss,High_CO2,High_Rainfall,Medium_Population,Low_GDP,High_Agriculture_Land,Medium_Aid,Low_Illegal_Lumbering,Low_Protected_Area,Middle_Year,Weak_Policy,High_Corruption
Indonesia,1929.0,3482.0,2.1655181307841374,390.0,2079.0305034279168,60165726.0,4632.246702847642,42.71461059327259,1.0,58.3666955640329,328.0,134.0,18.10424670006087,High_Forest_Loss,Low_Tree_Cover_Loss,High_CO2,Medium_Rainfall,Medium_Population,High_GDP,High_Agriculture_Land,Medium_Aid,Medium_Illegal_Lumbering,Medium_Protected_Area,Old_Year,Weak_Policy,High_Corruption
Brazil,1957.0,2028.0,3.318544990192882,260.0,1856.862498650408,24523385.0,3468.55205082806,58.09279165346825,1.0,40.584669137139606,320.0,19.0,28.93864318842521,Medium_Forest_Loss,Low_Tree_Cover_Loss,Medium_CO2,Medium_Rainfall,Low_Population,High_GDP,High_Agriculture_Land,Medium_Aid,Low_Illegal_Lumbering,High_Protected_Area,Old_Year,Weak_Policy,High_Corruption
Brazil,1970.0,1894.0,7.0834902276454965,475.0,1526.464479996955,42550702.0,625.2522352308531,58.79890063274731,1.0,50.60408349412874,453.0,196.0,18.3443885168686,Medium_Forest_Loss,High_Tree_Cover_Loss,High_CO2,Low_Rainfall,Medium_Population,Low_GDP,High_Agriculture_Land,High_Aid,High_Illegal_Lumbering,Medium_Protected_Area,Middle_Year,Weak_Policy,High_Corruption
Indonesia,1972.0,3126.0,8.833531521226355,477.0,1422.4055529898856,28586797.0,3105.3558373851865,40.22117958467697,2.0,31.52718974004112,339.0,108.0,13.785273159741378,High_Forest_Loss,High_Tree_Cover_Loss,High_CO2,Low_Rainfall,Low_Population,Medium_GDP,Medium_Agriculture_Land,High_Aid,Medium_Illegal_Lumbering,Medium_Protected_Area,Middle_Year,Weak_Policy,High_Corruption
Australia,2018.0,2042.0,6.265037420987277,243.0,2901.2435775318672,84979416.0,1989.893051924981,30.83543295502981,3.0,72.83859351574033,297.0,81.0,22.04236991902926,Medium_Forest_Loss,Medium_Tree_Cover_Loss,Medium_CO2,High_Rainfall,High_Population,Medium_GDP,Medium_Agriculture_Land,Medium_Aid,Medium_Illegal_Lumbering,Medium_Protected_Area,Recent_Year,Weak_Policy,High_Corruption
Australia,2014.0,2585.0,6.572159512131311,376.0,2666.0231124648526,30479209.0,979.2158359650748,22.710463302290854,2.0,21.09839956226912,319.0,129.0,12.08866822646087,Medium_Forest_Loss,Medium_Tree_Cover_Loss,High_CO2,High_Rainfall,Medium_Population,Low_GDP,Low_Agriculture_Land,Medium_Aid,Medium_Illegal_Lumbering,Low_Protected_Area,Recent_Year,Weak_Policy,High_Corruption
Russia,1947.0,540.0,2.7335666236803093,42.0,2843.664530727551,94930710.0,2976.2412815059256,49.96349170691392,3.0,84.46989199180666,30.0,26.0,12.389686135582824,Low_Forest_Loss,Low_Tree_Cover_Loss,Low_CO2,High_Rainfall,High_Population,Medium_GDP,High_Agriculture_Land,Low_Aid,Low_Illegal_Lumbering,Low_Protected_Area,Old_Year,Weak_Policy,High_Corruption
India,1945.0,2140.0,4.904299517843939,127.0,2311.7870913239067,9741468.0,4837.2589204899405,44.613410188500026,1.0,36.1668476255852,261.0,21.0,6.974542233846085,Medium_Forest_Loss,Medium_Tree_Cover_Loss,Low_CO2,Medium_Rainfall,Low_Population,High_GDP,High_Agriculture_Land,Medium_Aid,Low_Illegal_Lumbering,Low_Protected_Area,Old_Year,Weak_Policy,High_Corruption
Indonesia,1946.0,1565.0,9.019521392338133,137.0,1446.77445696099,64026088.0,2944.1783558461048,10.735280990906572,2.0,10.80483857865654,142.0,151.0,23.215682578378125,Low_Forest_Loss,High_Tree_Cover_Loss,Low_CO2,Low_Rainfall,High_Population,Medium_GDP,Low_Agriculture_Land,Low_Aid,High_Illegal_Lumbering,High_Protected_Area,Old_Year,Weak_Policy,High_Corruption
Indonesia,1958.0,2888.0,7.0778673155922665,439.0,1461.387802467731,31395101.0,757.1475630887961,53.52843790320146,2.0,44.689387731644736,263.0,115.0,8.125794358880288,Medium_Forest_Loss,High_Tree_Cover_Loss,High_CO2,Low_Rainfall,Medium_Population,Low_GDP,High_Agriculture_Land,Medium_Aid,Medium_Illegal_Lumbering,Low_Protected_Area,Old_Year,Weak_Policy,High_Corruption
Australia,2005.0,1809.0,1.544935449352975,93.0,1893.986221338999,29915949.0,3312.2882370874813,34.40181299500627,2.0,22.86061252582573,291.0,95.0,24.22119828701272,Medium_Forest_Loss,Low_Tree_Cover_Loss,Low_CO2,Medium_Rainfall,Medium_Population,High_GDP,Medium_Agriculture_Land,Medium_Aid,Medium_Illegal_Lumbering,High_Protected_Area,Recent_Year,Weak_Policy,High_Corruption
Australia,2001.0,2017.0,4.264309946252844,440.0,1561.190913611116,81849918.0,4673.534281668,49.675052097746,2.0,7.573422840160315,428.0,7.0,14.284020558064668,Medium_Forest_Loss,Medium_Tree_Cover_Loss,High_CO2,Low_Rainfall,High_Population,High_GDP,High_Agriculture_Land,High_Aid,Low_Illegal_Lumbering,Medium_Protected_Area,Recent_Year,Weak_Policy,High_Corruption
Australia,1981.0,3960.0,2.316448379799984,288.0,1442.8807293406153,25174137.0,377.17873208714695,22.75157696548891,4.0,85.82232620298686,265.0,142.0,5.259524537589484,High_Forest_Loss,Low_Tree_Cover_Loss,Medium_CO2,Low_Rainfall,Low_Population,Low_GDP,Low_Agriculture_Land,Medium_Aid,High_Illegal_Lumbering,Low_Protected_Area,Middle_Year,Moderate_Policy,High_Corruption
Australia,1973.0,2466.0,6.562126935486911,174.0,1671.7411415476004,12523167.0,517.5295780831691,17.310985242306934,2.0,37.4651794124725,231.0,195.0,6.211249633272216,Medium_Forest_Loss,Medium_Tree_Cover_Loss,Medium_CO2,Medium_Rainfall,Low_Population,Low_GDP,Low_Agriculture_Land,Medium_Aid,High_Illegal_Lumbering,Low_Protected_Area,Middle_Year,Weak_Policy,High_Corruption
India,1974.0,875.0,8.94338342221732,385.0,1826.2369597044117,43847101.0,3198.997051265644,57.72837219952107,4.0,47.35376162513224,300.0,160.0,28.990584678093484,Low_Forest_Loss,High_Tree_Cover_Loss,High_CO2,Medium_Rainfall,Medium_Population,Medium_GDP,High_Agriculture_Land,Medium_Aid,High_Illegal_Lumbering,High_Protected_Area,Middle_Year,Moderate_Policy,High_Corruption
